word,pos,tag,desc
tonalities,NOUN,NNS,"noun, common, plural"
indoctrinating,VERB,VBG,"verb, present participle or gerund"
submissively,ADV,RB,adverb
falsifications,NOUN,NNS,"noun, common, plural"
cocksure,NOUN,NN,"noun, common, singular or mass"
belying,VERB,VBG,"verb, present participle or gerund"
crammer,NOUN,NN,"noun, common, singular or mass"
girdled,VERB,VBN,"verb, past participle"
slayed,VERB,VBN,"verb, past participle"
abased,VERB,VBN,"verb, past participle"
confinements,NOUN,NNS,"noun, common, plural"
decoratively,ADV,RB,adverb
drenches,VERB,VBZ,"verb, present tense, 3rd person singular"
piazzas,NOUN,NNS,"noun, common, plural"
digressed,VERB,VBN,"verb, past participle"
misdirect,NOUN,NN,"noun, common, singular or mass"
sturgeons,NOUN,NNS,"noun, common, plural"
vestibules,NOUN,NNS,"noun, common, plural"
sulks,NOUN,NNS,"noun, common, plural"
equipartition,NOUN,NN,"noun, common, singular or mass"
despairingly,ADV,RB,adverb
munificence,NOUN,NN,"noun, common, singular or mass"
matchsticks,NOUN,NNS,"noun, common, plural"
wideness,NOUN,NN,"noun, common, singular or mass"
minicab,NOUN,NN,"noun, common, singular or mass"
clutters,NOUN,NNS,"noun, common, plural"
laxer,NOUN,NN,"noun, common, singular or mass"
impetuously,ADV,RB,adverb
cautiousness,NOUN,NN,"noun, common, singular or mass"
hearkens,NOUN,NNS,"noun, common, plural"
providentially,ADV,RB,adverb
bumpkins,NOUN,NNS,"noun, common, plural"
overfed,ADJ,JJ,"adjective or numeral, ordinal"
electromagnetically,ADV,RB,adverb
harangued,VERB,VBN,"verb, past participle"
gateaux,ADV,RB,adverb
skulk,ADJ,JJ,"adjective or numeral, ordinal"
budging,VERB,VBG,"verb, present participle or gerund"
glorying,VERB,VBG,"verb, present participle or gerund"
jackdaws,NOUN,NNS,"noun, common, plural"
sippers,NOUN,NNS,"noun, common, plural"
allaying,VERB,VBG,"verb, present participle or gerund"
inconstancy,NOUN,NN,"noun, common, singular or mass"
dissuading,VERB,VBG,"verb, present participle or gerund"
sweepings,NOUN,NNS,"noun, common, plural"
stalactite,ADJ,JJ,"adjective or numeral, ordinal"
groggily,ADV,RB,adverb
reconversion,NOUN,NN,"noun, common, singular or mass"
suasion,NOUN,NN,"noun, common, singular or mass"
gratifications,NOUN,NNS,"noun, common, plural"
scuppered,VERB,VBN,"verb, past participle"
overstretch,VERB,VB,"verb, base form"
birdcages,VERB,VBZ,"verb, present tense, 3rd person singular"
arriver,ADV,RB,adverb
nguni,ADJ,JJ,"adjective or numeral, ordinal"
octagons,NOUN,NNS,"noun, common, plural"
jocularity,NOUN,NN,"noun, common, singular or mass"
greaseproof,NOUN,NN,"noun, common, singular or mass"
revivalists,VERB,VBZ,"verb, present tense, 3rd person singular"
protactinium,NOUN,NN,"noun, common, singular or mass"
remunerate,VERB,VB,"verb, base form"
blabbering,VERB,VBG,"verb, present participle or gerund"
saccharides,NOUN,NNS,"noun, common, plural"
circumscribing,VERB,VBG,"verb, present participle or gerund"
waveband,INTJ,UH,interjection
handiest,ADJ,JJS,"adjective, superlative"
cryptographer,NOUN,NN,"noun, common, singular or mass"
cordons,NOUN,NNS,"noun, common, plural"
sadistically,ADV,RB,adverb
relinked,VERB,VBD,"verb, past tense"
harmlessness,NOUN,NN,"noun, common, singular or mass"
centralist,VERB,VB,"verb, base form"
demarcating,VERB,VBG,"verb, present participle or gerund"
foreskins,NOUN,NNS,"noun, common, plural"
planetesimals,NOUN,NNS,"noun, common, plural"
parries,NOUN,NNS,"noun, common, plural"
sternness,NOUN,NN,"noun, common, singular or mass"
sarcophagi,NOUN,NN,"noun, common, singular or mass"
illegitimately,ADV,RB,adverb
brail,NOUN,NN,"noun, common, singular or mass"
precess,NOUN,NN,"noun, common, singular or mass"
complot,NOUN,NN,"noun, common, singular or mass"
knapsacks,NOUN,NNS,"noun, common, plural"
engross,NOUN,NN,"noun, common, singular or mass"
misplacement,NOUN,NN,"noun, common, singular or mass"
gracefulness,NOUN,NN,"noun, common, singular or mass"
elide,ADJ,JJ,"adjective or numeral, ordinal"
communed,VERB,VBD,"verb, past tense"
slaked,VERB,VBD,"verb, past tense"
nearside,ADV,RB,adverb
intone,NOUN,NN,"noun, common, singular or mass"
calmest,ADJ,JJS,"adjective, superlative"
maliciousness,ADJ,JJ,"adjective or numeral, ordinal"
glutted,VERB,VBD,"verb, past tense"
busman,NOUN,NN,"noun, common, singular or mass"
dallying,VERB,VBG,"verb, present participle or gerund"
dirges,VERB,VBZ,"verb, present tense, 3rd person singular"
blockbusting,VERB,VBG,"verb, present participle or gerund"
scurries,VERB,VBZ,"verb, present tense, 3rd person singular"
dogeared,VERB,VBD,"verb, past tense"
witticism,NOUN,NN,"noun, common, singular or mass"
fatted,VERB,VBN,"verb, past participle"
paleface,NOUN,NN,"noun, common, singular or mass"
ingoing,VERB,VBG,"verb, present participle or gerund"
disambiguated,VERB,VBN,"verb, past participle"
bitchiness,NOUN,NN,"noun, common, singular or mass"
encrusting,VERB,VBG,"verb, present participle or gerund"
sinistral,ADJ,JJ,"adjective or numeral, ordinal"
plasterwork,NOUN,NN,"noun, common, singular or mass"
examinable,ADJ,JJ,"adjective or numeral, ordinal"
liaised,VERB,VBN,"verb, past participle"
penances,NOUN,NNS,"noun, common, plural"
catnap,NOUN,NN,"noun, common, singular or mass"
sureness,NOUN,NN,"noun, common, singular or mass"
yaps,NOUN,NNS,"noun, common, plural"
meteoritic,ADJ,JJ,"adjective or numeral, ordinal"
oafs,NOUN,NN,"noun, common, singular or mass"
kneads,VERB,VBZ,"verb, present tense, 3rd person singular"
volleyed,VERB,VBD,"verb, past tense"
mappable,NOUN,NN,"noun, common, singular or mass"
glimmered,VERB,VBN,"verb, past participle"
backspacing,VERB,VBG,"verb, present participle or gerund"
deconstructionist,NOUN,NN,"noun, common, singular or mass"
propertied,VERB,VBD,"verb, past tense"
monarchists,NOUN,NNS,"noun, common, plural"
prostates,NOUN,NNS,"noun, common, plural"
ruiner,NOUN,NN,"noun, common, singular or mass"
flamboyantly,ADV,RB,adverb
coracle,NOUN,NN,"noun, common, singular or mass"
slickness,NOUN,NN,"noun, common, singular or mass"
scrubland,VERB,VB,"verb, base form"
disproof,NOUN,NN,"noun, common, singular or mass"
tootle,NOUN,NN,"noun, common, singular or mass"
airily,ADV,RB,adverb
ambushing,VERB,VBG,"verb, present participle or gerund"
primogeniture,NOUN,NN,"noun, common, singular or mass"
overfeeding,VERB,VBG,"verb, present participle or gerund"
congruity,NOUN,NN,"noun, common, singular or mass"
summable,ADJ,JJ,"adjective or numeral, ordinal"
influxes,NOUN,NNS,"noun, common, plural"
kinsfolk,NOUN,NNS,"noun, common, plural"
decentralise,VERB,VB,"verb, base form"
unambitious,ADJ,JJ,"adjective or numeral, ordinal"
distrusting,VERB,VBG,"verb, present participle or gerund"
meddler,NOUN,NN,"noun, common, singular or mass"
khalif,VERB,VBN,"verb, past participle"
warmhearted,VERB,VBD,"verb, past tense"
droops,VERB,VBZ,"verb, present tense, 3rd person singular"
constrictors,NOUN,NNS,"noun, common, plural"
cockiness,NOUN,NN,"noun, common, singular or mass"
sniggers,NOUN,NNS,"noun, common, plural"
nonentity,NOUN,NN,"noun, common, singular or mass"
blandishments,NOUN,NNS,"noun, common, plural"
lexemes,VERB,VBZ,"verb, present tense, 3rd person singular"
digestives,VERB,VBZ,"verb, present tense, 3rd person singular"
remonstrate,VERB,VB,"verb, base form"
occasioning,VERB,VBG,"verb, present participle or gerund"
perspicuous,ADJ,JJ,"adjective or numeral, ordinal"
deductively,ADV,RB,adverb
viceroys,NOUN,NNS,"noun, common, plural"
improvident,NOUN,NN,"noun, common, singular or mass"
polygynous,ADJ,JJ,"adjective or numeral, ordinal"
handsomer,NOUN,NN,"noun, common, singular or mass"
paceman,NOUN,NN,"noun, common, singular or mass"
metrically,ADV,RB,adverb
disassembles,NOUN,NNS,"noun, common, plural"
tenuously,ADV,RB,adverb
braincells,NOUN,NNS,"noun, common, plural"
carrycot,NOUN,NN,"noun, common, singular or mass"
damps,VERB,VBZ,"verb, present tense, 3rd person singular"
mafiosi,NOUN,NNS,"noun, common, plural"
muscularity,NOUN,NN,"noun, common, singular or mass"
overdressed,VERB,VBN,"verb, past participle"
adverted,VERB,VBN,"verb, past participle"
seethes,NOUN,NNS,"noun, common, plural"
soldiered,VERB,VBD,"verb, past tense"
toughie,NOUN,NNS,"noun, common, plural"
illegalities,NOUN,NNS,"noun, common, plural"
inertness,ADJ,JJ,"adjective or numeral, ordinal"
uncivilised,ADJ,JJ,"adjective or numeral, ordinal"
disestablished,VERB,VBD,"verb, past tense"
atonic,ADJ,JJ,"adjective or numeral, ordinal"
overacting,VERB,VBG,"verb, present participle or gerund"
cherubic,NOUN,NN,"noun, common, singular or mass"
quaver,NOUN,NN,"noun, common, singular or mass"
cordate,VERB,VB,"verb, base form"
pyracantha,ADJ,JJ,"adjective or numeral, ordinal"
noninterference,NOUN,NN,"noun, common, singular or mass"
awls,NOUN,NNS,"noun, common, plural"
overwrote,VERB,VB,"verb, base form"
centrefold,ADJ,JJ,"adjective or numeral, ordinal"
wetly,ADV,RB,adverb
rotatory,NOUN,NN,"noun, common, singular or mass"
metabolisms,NOUN,NNS,"noun, common, plural"
endears,NOUN,NNS,"noun, common, plural"
obsesses,NOUN,NNS,"noun, common, plural"
colourfully,ADV,RB,adverb
versification,NOUN,NN,"noun, common, singular or mass"
egotistic,ADJ,JJ,"adjective or numeral, ordinal"
sojourning,VERB,VBG,"verb, present participle or gerund"
misinterprets,NOUN,NNS,"noun, common, plural"
readjustments,NOUN,NNS,"noun, common, plural"
incurably,ADV,RB,adverb
nasturtiums,NOUN,NNS,"noun, common, plural"
flogs,NOUN,NNS,"noun, common, plural"
soonish,ADJ,JJ,"adjective or numeral, ordinal"
incontestably,ADV,RB,adverb
acclamations,NOUN,NNS,"noun, common, plural"
sloughed,VERB,VBD,"verb, past tense"
inuits,NOUN,NNS,"noun, common, plural"
lithological,ADJ,JJ,"adjective or numeral, ordinal"
whippy,ADJ,JJ,"adjective or numeral, ordinal"
loftiness,NOUN,NN,"noun, common, singular or mass"
straightforwardness,NOUN,NN,"noun, common, singular or mass"
emendation,NOUN,NN,"noun, common, singular or mass"
circlets,NOUN,NNS,"noun, common, plural"
turreted,VERB,VBN,"verb, past participle"
oversampled,VERB,VBN,"verb, past participle"
clownish,ADJ,JJ,"adjective or numeral, ordinal"
overdraw,VERB,VB,"verb, base form"
nestable,ADJ,JJ,"adjective or numeral, ordinal"
ballades,VERB,VBZ,"verb, present tense, 3rd person singular"
childlessness,NOUN,NN,"noun, common, singular or mass"
utilitarians,NOUN,NNS,"noun, common, plural"
sterilise,NOUN,NN,"noun, common, singular or mass"
hectoring,VERB,VBG,"verb, present participle or gerund"
espousal,VERB,VB,"verb, base form"
animatedly,ADV,RB,adverb
catchiest,NOUN,NN,"noun, common, singular or mass"
monostable,ADJ,JJ,"adjective or numeral, ordinal"
aardwolf,NOUN,NN,"noun, common, singular or mass"
irredeemably,ADV,RB,adverb
addressability,NOUN,NN,"noun, common, singular or mass"
emendations,NOUN,NNS,"noun, common, plural"
strutter,NOUN,NN,"noun, common, singular or mass"
redound,VERB,VB,"verb, base form"
foreshortened,VERB,VBD,"verb, past tense"
informativeness,NOUN,NN,"noun, common, singular or mass"
moodily,ADV,RB,adverb
discords,NOUN,NNS,"noun, common, plural"
honeycombed,VERB,VBD,"verb, past tense"
sambas,NOUN,NN,"noun, common, singular or mass"
reselection,NOUN,NN,"noun, common, singular or mass"
monopolised,VERB,VBD,"verb, past tense"
snick,ADJ,JJ,"adjective or numeral, ordinal"
saltier,NOUN,NN,"noun, common, singular or mass"
quarterstaff,VERB,VB,"verb, base form"
transmittable,ADJ,JJ,"adjective or numeral, ordinal"
livened,VERB,VBN,"verb, past participle"
amendable,ADJ,JJ,"adjective or numeral, ordinal"
hardheaded,VERB,VBD,"verb, past tense"
prickling,VERB,VBG,"verb, present participle or gerund"
congeal,ADJ,JJ,"adjective or numeral, ordinal"
tidily,ADV,RB,adverb
superannuated,ADJ,JJ,"adjective or numeral, ordinal"
photochemically,ADV,RB,adverb
gangplank,NOUN,NN,"noun, common, singular or mass"
tiredly,ADV,RB,adverb
accusingly,ADV,RB,adverb
tamped,VERB,VBD,"verb, past tense"
amiability,NOUN,NN,"noun, common, singular or mass"
unaccepted,VERB,VBD,"verb, past tense"
incapability,NOUN,NN,"noun, common, singular or mass"
psalmody,NOUN,NN,"noun, common, singular or mass"
stagnates,NOUN,NNS,"noun, common, plural"
significances,VERB,VBZ,"verb, present tense, 3rd person singular"
victualling,VERB,VBG,"verb, present participle or gerund"
ideograms,NOUN,NNS,"noun, common, plural"
libeled,VERB,VBD,"verb, past tense"
casualness,NOUN,NN,"noun, common, singular or mass"
sequinned,VERB,VBD,"verb, past tense"
wickerwork,INTJ,UH,interjection
archaeologically,ADV,RB,adverb
pawning,VERB,VBG,"verb, present participle or gerund"
maturational,ADJ,JJ,"adjective or numeral, ordinal"
skylarks,NOUN,NNS,"noun, common, plural"
unwearied,VERB,VBD,"verb, past tense"
rehashes,NOUN,NNS,"noun, common, plural"
punctilious,ADJ,JJ,"adjective or numeral, ordinal"
egotist,NOUN,NN,"noun, common, singular or mass"
handmaidens,VERB,VBZ,"verb, present tense, 3rd person singular"
cowers,NOUN,NNS,"noun, common, plural"
papaw,NOUN,NN,"noun, common, singular or mass"
rankles,VERB,VBZ,"verb, present tense, 3rd person singular"
peregrinations,NOUN,NNS,"noun, common, plural"
subjectivist,NOUN,NN,"noun, common, singular or mass"
electronegative,ADJ,JJ,"adjective or numeral, ordinal"
dismembering,VERB,VBG,"verb, present participle or gerund"
overworking,VERB,VBG,"verb, present participle or gerund"
mistyping,VERB,VBG,"verb, present participle or gerund"
importunity,NOUN,NN,"noun, common, singular or mass"
distractedly,ADV,RB,adverb
waxwork,NOUN,NN,"noun, common, singular or mass"
untarnished,VERB,VBN,"verb, past participle"
vexations,NOUN,NNS,"noun, common, plural"
roadsigns,NOUN,NNS,"noun, common, plural"
bewitch,NOUN,NN,"noun, common, singular or mass"
allures,NOUN,NNS,"noun, common, plural"
frisking,VERB,VBG,"verb, present participle or gerund"
commentating,VERB,VBG,"verb, present participle or gerund"
rottenness,ADJ,JJ,"adjective or numeral, ordinal"
sentimentalism,NOUN,NN,"noun, common, singular or mass"
clanged,VERB,VBN,"verb, past participle"
eaglet,VERB,VB,"verb, base form"
waterglass,VERB,VB,"verb, base form"
ungenerous,ADJ,JJ,"adjective or numeral, ordinal"
reptilians,NOUN,NNS,"noun, common, plural"
baronies,NOUN,NNS,"noun, common, plural"
absented,VERB,VBD,"verb, past tense"
medlar,ADJ,JJ,"adjective or numeral, ordinal"
fiefs,NOUN,NNS,"noun, common, plural"
desideratum,NOUN,NN,"noun, common, singular or mass"
copyists,NOUN,NNS,"noun, common, plural"
unicyclist,NOUN,NN,"noun, common, singular or mass"
outbred,VERB,VBD,"verb, past tense"
sympathised,VERB,VBD,"verb, past tense"
excursus,NOUN,NN,"noun, common, singular or mass"
upbraided,VERB,VBN,"verb, past participle"
nanometres,NOUN,NNS,"noun, common, plural"
figtree,ADJ,JJ,"adjective or numeral, ordinal"
ignominiously,ADV,RB,adverb
indefeasible,ADJ,JJ,"adjective or numeral, ordinal"
burbling,VERB,VBG,"verb, present participle or gerund"
appertain,ADV,RB,adverb
infests,NOUN,NNS,"noun, common, plural"
staleness,NOUN,NN,"noun, common, singular or mass"
enviously,ADV,RB,adverb
gurgles,VERB,VBZ,"verb, present tense, 3rd person singular"
hubbies,NOUN,NNS,"noun, common, plural"
preadolescent,ADJ,JJ,"adjective or numeral, ordinal"
godmothers,NOUN,NNS,"noun, common, plural"
joyed,VERB,VBD,"verb, past tense"
cockatrice,NOUN,NN,"noun, common, singular or mass"
castanet,NOUN,NN,"noun, common, singular or mass"
abducts,NOUN,NNS,"noun, common, plural"
underfed,ADJ,JJ,"adjective or numeral, ordinal"
turfed,VERB,VBN,"verb, past participle"
eccentrically,ADV,RB,adverb
maddest,ADJ,JJS,"adjective, superlative"
gimmickry,NOUN,NN,"noun, common, singular or mass"
legitimising,VERB,VBG,"verb, present participle or gerund"
clansmen,NOUN,NNS,"noun, common, plural"
thuds,NOUN,NNS,"noun, common, plural"
midnights,NOUN,NNS,"noun, common, plural"
conventionality,NOUN,NN,"noun, common, singular or mass"
anticyclone,NOUN,NN,"noun, common, singular or mass"
quicklime,ADV,RB,adverb
whiffs,VERB,VBZ,"verb, present tense, 3rd person singular"
headhunted,VERB,VBD,"verb, past tense"
forthrightness,NOUN,NN,"noun, common, singular or mass"
draughtsmen,NOUN,NNS,"noun, common, plural"
eery,NOUN,NN,"noun, common, singular or mass"
uncommunicative,VERB,VB,"verb, base form"
borstal,ADJ,JJ,"adjective or numeral, ordinal"
familiarising,VERB,VBG,"verb, present participle or gerund"
inconveniencing,VERB,VBG,"verb, present participle or gerund"
weeper,NOUN,NN,"noun, common, singular or mass"
broadminded,VERB,VBN,"verb, past participle"
faithlessness,NOUN,NN,"noun, common, singular or mass"
theorised,VERB,VBN,"verb, past participle"
unchartered,ADJ,JJ,"adjective or numeral, ordinal"
factorials,NOUN,NNS,"noun, common, plural"
elusiveness,NOUN,NN,"noun, common, singular or mass"
exonerating,VERB,VBG,"verb, present participle or gerund"
contrives,VERB,VBZ,"verb, present tense, 3rd person singular"
foisting,VERB,VBG,"verb, present participle or gerund"
retune,VERB,VB,"verb, base form"
debutants,NOUN,NNS,"noun, common, plural"
wistfulness,ADV,RB,adverb
catlike,INTJ,UH,interjection
unappreciative,ADJ,JJ,"adjective or numeral, ordinal"
munificent,NOUN,NN,"noun, common, singular or mass"
cesspit,NOUN,NN,"noun, common, singular or mass"
swoons,NOUN,NNS,"noun, common, plural"
gestating,VERB,VBG,"verb, present participle or gerund"
uncrowned,ADJ,JJ,"adjective or numeral, ordinal"
drumbeats,NOUN,NNS,"noun, common, plural"
pulverised,VERB,VBN,"verb, past participle"
malefactor,NOUN,NN,"noun, common, singular or mass"
crackly,ADV,RB,adverb
leers,NOUN,NNS,"noun, common, plural"
dotage,NOUN,NN,"noun, common, singular or mass"
euphonious,ADJ,JJ,"adjective or numeral, ordinal"
kittiwakes,VERB,VBZ,"verb, present tense, 3rd person singular"
vacillate,NOUN,NN,"noun, common, singular or mass"
jawline,NOUN,NN,"noun, common, singular or mass"
cobbling,VERB,VBG,"verb, present participle or gerund"
redoubling,VERB,VBG,"verb, present participle or gerund"
pedants,NOUN,NNS,"noun, common, plural"
quaked,VERB,VBN,"verb, past participle"
hydrophobia,NOUN,NN,"noun, common, singular or mass"
affronts,NOUN,NNS,"noun, common, plural"
depressives,VERB,VBZ,"verb, present tense, 3rd person singular"
folklorists,NOUN,NNS,"noun, common, plural"
ambles,NOUN,NNS,"noun, common, plural"
lusciously,ADV,RB,adverb
outdoing,VERB,VBG,"verb, present participle or gerund"
reproaching,VERB,VBG,"verb, present participle or gerund"
bleakest,ADJ,JJ,"adjective or numeral, ordinal"
predetermination,NOUN,NN,"noun, common, singular or mass"
vocative,ADJ,JJ,"adjective or numeral, ordinal"
venturesome,ADJ,JJ,"adjective or numeral, ordinal"
burgeoned,VERB,VBN,"verb, past participle"
unremittingly,ADV,RB,adverb
miniaturised,ADJ,JJ,"adjective or numeral, ordinal"
plodder,NOUN,NN,"noun, common, singular or mass"
forcefulness,NOUN,NN,"noun, common, singular or mass"
amenability,NOUN,NN,"noun, common, singular or mass"
severer,NOUN,NN,"noun, common, singular or mass"
paternally,ADV,RB,adverb
incomprehensibly,ADV,RB,adverb
fusillade,VERB,VB,"verb, base form"
scrums,NOUN,NNS,"noun, common, plural"
muddying,VERB,VBG,"verb, present participle or gerund"
suffocates,NOUN,NNS,"noun, common, plural"
impassively,ADV,RB,adverb
vibrationally,ADV,RB,adverb
underclothes,NOUN,NNS,"noun, common, plural"
radiatively,ADV,RB,adverb
hussies,VERB,VBZ,"verb, present tense, 3rd person singular"
transliterate,VERB,VB,"verb, base form"
tonally,ADV,RB,adverb
overdubbing,VERB,VBG,"verb, present participle or gerund"
peerages,NOUN,NNS,"noun, common, plural"
arrowed,VERB,VBN,"verb, past participle"
unacceptability,NOUN,NN,"noun, common, singular or mass"
laxness,NOUN,NN,"noun, common, singular or mass"
moneylender,NOUN,NN,"noun, common, singular or mass"
picoseconds,VERB,VBZ,"verb, present tense, 3rd person singular"
girding,VERB,VBG,"verb, present participle or gerund"
baffler,ADJ,JJR,"adjective, comparative"
fieldworker,NOUN,NN,"noun, common, singular or mass"
desertions,NOUN,NNS,"noun, common, plural"
infiltrations,NOUN,NNS,"noun, common, plural"
chomps,NOUN,NNS,"noun, common, plural"
enticingly,ADV,RB,adverb
replanning,VERB,VBG,"verb, present participle or gerund"
equestrianism,NOUN,NN,"noun, common, singular or mass"
wrings,NOUN,NNS,"noun, common, plural"
malnourishment,NOUN,NN,"noun, common, singular or mass"
glacially,ADV,RB,adverb
hummocks,NOUN,NNS,"noun, common, plural"
electorally,ADV,RB,adverb
tunnelled,VERB,VBD,"verb, past tense"
detraction,NOUN,NN,"noun, common, singular or mass"
trounces,NOUN,NNS,"noun, common, plural"
wastefulness,NOUN,NN,"noun, common, singular or mass"
insufferably,ADV,RB,adverb
copulatory,NOUN,NN,"noun, common, singular or mass"
harmfulness,ADV,RB,adverb
frostbitten,NOUN,NN,"noun, common, singular or mass"
preposterously,ADV,RB,adverb
antlions,NOUN,NNS,"noun, common, plural"
draftee,NOUN,NN,"noun, common, singular or mass"
vegetate,VERB,VB,"verb, base form"
snuffs,NOUN,NNS,"noun, common, plural"
grunter,NOUN,NN,"noun, common, singular or mass"
loped,VERB,VBN,"verb, past participle"
quieten,VERB,VBN,"verb, past participle"
parlous,ADJ,JJ,"adjective or numeral, ordinal"
foreleg,NOUN,NN,"noun, common, singular or mass"
involutions,NOUN,NNS,"noun, common, plural"
acclimatise,VERB,VBP,"verb, present tense, not 3rd person singular"
prefacing,VERB,VBG,"verb, present participle or gerund"
inkpot,ADJ,JJ,"adjective or numeral, ordinal"
glaciations,NOUN,NNS,"noun, common, plural"
rampaged,VERB,VBN,"verb, past participle"
amenorrhoea,NOUN,NN,"noun, common, singular or mass"
podia,NOUN,NN,"noun, common, singular or mass"
cyclotrons,NOUN,NNS,"noun, common, plural"
insolently,ADV,RB,adverb
rockier,NOUN,NN,"noun, common, singular or mass"
uprightly,ADV,RB,adverb
videoed,VERB,VBD,"verb, past tense"
ineptly,ADV,RB,adverb
invigilators,NOUN,NNS,"noun, common, plural"
pyres,NOUN,NNS,"noun, common, plural"
criminalised,VERB,VBN,"verb, past participle"
angularity,NOUN,NN,"noun, common, singular or mass"
unevaluated,ADJ,JJ,"adjective or numeral, ordinal"
outvoted,VERB,VBD,"verb, past tense"
littleness,ADJ,JJ,"adjective or numeral, ordinal"
undrinkable,ADJ,JJ,"adjective or numeral, ordinal"
regally,ADV,RB,adverb
vituperative,ADJ,JJ,"adjective or numeral, ordinal"
upbraid,VERB,VBD,"verb, past tense"
bluffed,VERB,VBN,"verb, past participle"
unsubstantial,ADJ,JJ,"adjective or numeral, ordinal"
inwardness,NOUN,NN,"noun, common, singular or mass"
tentacled,VERB,VBD,"verb, past tense"
intoning,VERB,VBG,"verb, present participle or gerund"
authoress,NOUN,NN,"noun, common, singular or mass"
beaus,VERB,VBZ,"verb, present tense, 3rd person singular"
prepays,NOUN,NNS,"noun, common, plural"
illogically,ADV,RB,adverb
jives,NOUN,NNS,"noun, common, plural"
grandee,NOUN,NN,"noun, common, singular or mass"
pleasantry,NOUN,NN,"noun, common, singular or mass"
discontinuously,ADV,RB,adverb
squareness,VERB,VB,"verb, base form"
firebombed,VERB,VBN,"verb, past participle"
chequebook,NOUN,NN,"noun, common, singular or mass"
wolfhounds,NOUN,NNS,"noun, common, plural"
syllogistic,ADJ,JJ,"adjective or numeral, ordinal"
symptomless,VERB,VB,"verb, base form"
workless,NOUN,NN,"noun, common, singular or mass"
angriest,VERB,VB,"verb, base form"
snowwhite,ADJ,JJ,"adjective or numeral, ordinal"
pensioned,VERB,VBD,"verb, past tense"
considerately,ADV,RB,adverb
captivation,NOUN,NN,"noun, common, singular or mass"
travesties,NOUN,NNS,"noun, common, plural"
faultlessly,ADV,RB,adverb
redbreast,VERB,VB,"verb, base form"
longwinded,VERB,VBD,"verb, past tense"
dematerialised,VERB,VBN,"verb, past participle"
weightlifters,NOUN,NNS,"noun, common, plural"
smelted,VERB,VBD,"verb, past tense"
doodled,VERB,VBD,"verb, past tense"
centrifuging,VERB,VBG,"verb, present participle or gerund"
pestilent,NOUN,NN,"noun, common, singular or mass"
bafflement,VERB,VB,"verb, base form"
bountifully,ADV,RB,adverb
boringly,ADV,RB,adverb
desisted,VERB,VBN,"verb, past participle"
scrawling,VERB,VBG,"verb, present participle or gerund"
plectrums,NOUN,NNS,"noun, common, plural"
reincarnations,NOUN,NNS,"noun, common, plural"
jollity,NOUN,NN,"noun, common, singular or mass"
constitutionalists,NOUN,NNS,"noun, common, plural"
inexpressibly,ADV,RB,adverb
reorganisations,NOUN,NNS,"noun, common, plural"
abbreviating,VERB,VBG,"verb, present participle or gerund"
condensations,NOUN,NNS,"noun, common, plural"
likings,NOUN,NNS,"noun, common, plural"
eloping,VERB,VBG,"verb, present participle or gerund"
taxfree,NOUN,NN,"noun, common, singular or mass"
cylindrically,ADV,RB,adverb
wastefully,ADV,RB,adverb
unmemorable,ADJ,JJ,"adjective or numeral, ordinal"
atrociously,ADV,RB,adverb
amanuensis,NOUN,NN,"noun, common, singular or mass"
dreariness,NOUN,NN,"noun, common, singular or mass"
reddest,ADJ,JJS,"adjective, superlative"
downhearted,ADJ,JJ,"adjective or numeral, ordinal"
senselessness,NOUN,NN,"noun, common, singular or mass"
velum,NOUN,NN,"noun, common, singular or mass"
fluffing,VERB,VBG,"verb, present participle or gerund"
trireme,NOUN,NN,"noun, common, singular or mass"
pontification,NOUN,NN,"noun, common, singular or mass"
bursars,VERB,VBZ,"verb, present tense, 3rd person singular"
exotically,ADV,RB,adverb
eyecatching,VERB,VBG,"verb, present participle or gerund"
stalagmite,NOUN,NN,"noun, common, singular or mass"
fearsomely,ADV,RB,adverb
regularised,VERB,VBD,"verb, past tense"
penetrable,NOUN,NN,"noun, common, singular or mass"
improvises,NOUN,NNS,"noun, common, plural"
profiteroles,NOUN,NNS,"noun, common, plural"
outguess,ADJ,JJ,"adjective or numeral, ordinal"
taproom,NOUN,NN,"noun, common, singular or mass"
reposes,VERB,VBZ,"verb, present tense, 3rd person singular"
transmuting,VERB,VBG,"verb, present participle or gerund"
flyhalf,NOUN,NN,"noun, common, singular or mass"
mischance,NOUN,NN,"noun, common, singular or mass"
belled,VERB,VBN,"verb, past participle"
hospitably,ADV,RB,adverb
dowries,NOUN,NNS,"noun, common, plural"
vulgarly,ADV,RB,adverb
femurs,NOUN,NNS,"noun, common, plural"
palpated,VERB,VBN,"verb, past participle"
invectives,NOUN,NNS,"noun, common, plural"
insouciance,NOUN,NN,"noun, common, singular or mass"
appeasers,NOUN,NNS,"noun, common, plural"
lasciviousness,NOUN,NN,"noun, common, singular or mass"
pompously,ADV,RB,adverb
byelection,NOUN,NN,"noun, common, singular or mass"
tiptoeing,VERB,VBG,"verb, present participle or gerund"
discourtesy,VERB,VBD,"verb, past tense"
hazarded,VERB,VBD,"verb, past tense"
curtsy,NOUN,NN,"noun, common, singular or mass"
flans,NOUN,NNS,"noun, common, plural"
fetishistic,ADJ,JJ,"adjective or numeral, ordinal"
infectiously,ADV,RB,adverb
velocipede,NOUN,NN,"noun, common, singular or mass"
palpitating,VERB,VBG,"verb, present participle or gerund"
